Marker	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6	Ch7	Ch8
1	9F2AA	77ED7	7288B	940EC	1CC3C	17C0D	D839	DB3D
1	3D634	2DE4A	2B797	39065	ACE2	8F06	50D0	52BD
1	2913A	3C27B	3D1C4	2DEF4	296A7	27D63	23B3B	23559
1	53D55	7C6FE	7EECB	5DEA2	53F1E	5072C	47F48	46F08
1	9D410	76BA8	71597	925E3	1C8EB	17A87	D771	D9A9
1	3EFA5	2F2AD	2CAF5	3A894	B21C	9390	5381	5529
1	2820E	3AC79	3BCEE	2CE89	287C7	26EF2	22DD1	228B3
1	548FA	7D7F9	80290	5EC62	54B40	512A5	48915	479CC
1	CAD5	CA52	C9BB	C903	5833	515A	408E	3F9C
1	9C715	760CC	708E7	91989	1C370	174C0	D3F6	D706
1	40B8C	30747	2DD7D	3C249	B640	967B	552C	5701
1	2694D	38A89	39996	2B344	26F65	25726	21858	21314
1	54DDB	7E186	80A44	5F1FA	550B6	517A4	48D97	47D93
1	C4DE	C932	C93A	C432	5B17	5457	43DD	42B9
1	9B120	74D72	6F9FB	90405	1BF23	170E2	D1D2	D487
1	42CB2	31F32	2F572	3E0F1	BC07	9B6C	5801	59EB
1	25F7E	37843	3870B	2A6ED	2645F	24D48	2103F	20AE9
1	5611A	7F8D2	82274	605F7	562E0	529DF	49EDC	48E2C
1	C17B	CA98	CB05	C22D	5EB6	5827	479F	4654
1	9982D	73CE7	6E94E	8EDCA	1BA24	16E58	D02B	D245
1	44333	3303E	3055A	3F5FB	BFAF	9ED8	59FA	5BA9
1	248C1	359C4	36896	28EC5	24E29	23781	1FBA3	1F6FF
1	564D9	80205	82CD4	60C1A	567CA	52DF2	4A10E	49159
1	BD07	CB00	CBCD	BF03	624E	5BBE	4B4D	4A14
1	97F1A	72A48	6D501	8D65E	1B786	16B24	CE57	D13D
1	4624A	34846	31B04	412E3	C61F	A3A5	5CD6	5EAE
1	23A66	34416	351B5	27EBD	2402D	229E1	1EFF3	1EB34
1	574AD	81973	842D5	61DB8	57811	53D5F	4AF9C	49F15
1	BA7E	CDA7	CF07	BDB9	66D6	6039	4FCA	4E5D
1	96C20	71B18	6CA88	8C463	1B47D	16826	CCB6	CF50
1	484D6	361EA	33508	4330E	CC46	A8D8	5FD0	61C2
1	2307C	33378	340DB	27276	23534	21FF3	1E79C	1E2C4
1	584C9	82DA3	857C6	62E10	58763	54CDE	4BEA0	4AD66
1	B7D6	CF79	D139	BC49	6AE8	646C	53FA	5264
1	950EB	706AB	6B5A6	8AB31	1AF52	1652E	CADB	CCC2
1	4A095	3769B	3481D	44CEE	D11A	AD26	6254	63F0
1	217C4	31051	31DF6	2572F	21CBE	2083F	1D1F2	1CDD9
1	586A2	83156	85D71	6308C	5899D	54ECD	4BF9C	4AFA4
1	B786	D47C	D6A9	F000	250	6D01BF	B581AB	10C227
1	4C4F1	39321	3621C	46EDD	D7DF	B23A	6550	6735
1	20FAE	304CA	3112C	24E9C	214D8	20068	1CB5E	1C72F
1	5945D	847CC	87189	640DF	597AB	55BD2	4CC70	4BBC7
1	B75B	D833	DABC	BE20	744A	6DA2	5CFB	5B51
1	9352F	6F11B	6A369	890F6	1A84A	15E05	C718	C9BC
1	4E14A	3A642	37626	48899	DBE6	B5A5	676E	696F
1	1F87A	2E1CC	2EF13	2343B	1FCB8	1E9B3	1B62A	1B1FA
1	595E0	84722	874A7	64207	5987C	55D54	4CC36	4BB0B
1	B672	DCC4	DFEC	BEB5	7A38	738D	628F	60B9
1	91013	6D7E6	6898B	86F55	1A33B	15B17	C504	C71B
1	5005B	3BEB7	38C95	4A5F7	E20F	BB17	6A78	6C3A
1	1F1F6	2D7E3	2E42E	22D11	1F666	1E387	1B0C4	1AD36
1	5A7E2	86210	88E33	656A4	5AADA	56ED3	4DBE1	4CBE8
1	B509	E048	E3AB	BE93	7EFF	7849	672A	6567
1	8E9AF	6BD2B	66E41	84C26	19E1D	155F9	C216	C4E2
1	51F0A	3D741	3A300	4C2BB	E860	BFD9	6D40	6F3A
1	1E21C	2BFD2	2CADD	21B4C	1E715	1D48B	1A3DC	1A0A5
1	5B323	870B4	89ACB	662FC	5B775	57A51	4E730	4D79B
1	B8F2	E8F6	ECB8	C3A8	866A	7F6B	6DCF	6BF9
1	8E39E	6B52E	66ADD	8455F	19BCF	153C2	C092	C3DF
1	54518	3F1D7	3BE42	4E59D	EE6B	C504	7012	7287
1	1CDF3	2A432	2B04D	204E8	1D205	1C0B6	19137	18D9D
1	5B071	86FA1	89DD5	66081	5B415	577DC	4E39D	4D291
1	B851	ED67	F1C6	C46E	8BCD	84D4	730B	70F1
1	8B1BC	690B2	6461C	81794	1930D	14DA5	BD31	BF05
1	5606D	4070A	3D179	4FF6B	F3C9	C9B9	72EA	749C
1	1C4D6	2962E	2A13F	1FAEF	1C913	1B7EA	1897A	1865D
1	5BF12	88584	8B217	67186	5C2EA	585CA	4F02C	4DFD9
1	BC40	F65D	FAEE	C99A	929A	8B70	790D	76F6
1	8AA96	6919D	64591	812B6	19346	14D5F	BCEB	BFCB
1	58692	4260E	3EDCB	5234D	FADE	CF2F	7610	7823
1	1B2D4	27CB8	286BC	1E6E3	1B759	1A67B	17A18	176E6
1	5BF5F	887C7	8B280	67211	5C474	5863F	4F1F6	4E0C8
1	BE63	FD38	10224	CCE0	9938	91CD	7F4B	7CF5
1	885DC	66DE2	6270B	7ED8B	18B81	14618	B943	BBC1
1	5A554	4399E	4028B	53ECD	FFB7	D323	789F	7AC0
1	1A61D	269A1	2738D	1D823	1A97E	199D1	16E77	16B4E
1	5C4C4	88F39	8BB57	6774F	5C885	58B95	4F5B0	4E44A
1	85E80	65287	60B4D	7C9F5	18362	140AF	B5B7	B76C
1	5C404	45199	4185F	55BC7	104BF	D7B3	7B06	7CB6
1	19929	2570B	26100	1C9E2	19C93	18D1B	1631D	16081
1	5C9F8	897D7	8C4A1	67D94	5CE1E	59064	4FA07	4E9D3
1	C526	10D98	11344	D621	A6CC	9F17	8B6A	890C
1	85222	64DDA	605D8	7BFE8	1834A	13FD9	B4D2	B7AF
1	5EDE7	472C3	436FC	58302	10D25	DE22	7EA8	80DC
1	189B6	24022	24913	1B8B5	18D3F	17E20	155F1	15334
1	5CC5B	89B8B	8C678	68096	5D1C0	59324	4FDDE	4EC7D
1	C928	116CB	11CC4	DB64	AE90	A690	92A5	8FFA
1	827C1	6276D	5E3F4	7969C	179A3	1374E	B0CF	B2FA
1	60EEE	488A0	44DA0	5A11D	11263	E294	81AA	83B5
1	18384	2337E	23D33	1B12F	18617	177C6	1501A	14D5D
1	5DF55	8B06D	8DF91	69569	5E44B	5A611	50E18	4FC85
1	CF51	1224A	1290F	E31D	B7B4	AF71	9A96	97D2
1	80D5C	61ADD	5D639	780FE	17831	13734	B044	B1F9
1	63507	4A8A1	46A77	5C602	11A54	E94E	8564	870C
1	17353	21BD7	22474	19F02	1757E	16797	14137	13EF3
1	5DF5A	8B0F4	8DD74	69537	5E3F9	5A57E	50CAC	4FBFA
1	D5AE	12DF6	134BC	EAB7	C068	B7EB	A250	9F87
1	7ECF3	60027	5BB86	76143	170E2	1308E	AC27	AEC2
1	654A9	4BF30	47F41	5E25A	11F3E	ED0C	8751	8980
1	16426	207F2	20FB3	18E8C	16638	158A4	1343D	131E9
1	5D805	8AD3E	8D7C2	68E89	5DED0	59FB9	50974	4F7E3
1	7C874	5DFFD	5A008	73DB7	1689B	12A7E	A96D	AB6B
1	67DEB	4DB1C	49C08	607E9	1253F	F2A0	8AF7	8CF9
1	15B99	1F945	201BA	1843F	15BF0	14F30	12B8A	12943
1	5E5B5	8BCE9	8EBCB	69C95	5E9FA	5AB8A	51338	50193
1	E1D5	1445E	14C36	F97F	D1AB	C891	B1AD	AE94
0	A9440	7F830	7983E	9D808	1E9D0	19530	E78A	E9A1
0	207F8	187E0	172C9	1E409	6017	50AD	2EEA	3061
0	3E9BD	5C380	5DEBB	46306	3F159	3C8FA	3631E	35973
0	40820	5FD98	62027	4849C	40606	3DA86	37131	364C5
0	1B004	14F87	1439A	1943A	5540	47A7	29AA	29DA
0	A99A1	7FA89	79896	9DC2D	1E72A	191FC	E5AA	E89D
0	21B21	195BD	17F8D	1F5A0	62AA	528D	2FC2	315F
0	3DFF9	5B564	5CEBF	45850	3E873	3C021	35C94	352A1
0	41ADB	61A75	63C3F	499DE	419AA	3ED02	382DD	375B5
0	19F1A	14342	1389C	18480	53A6	4662	2970	2979
0	A8C99	7EF61	791B5	9CF77	1E6E6	191D9	E60B	E8D9
0	22A6C	1A050	18A25	2039F	649E	5430	3073	321D
0	3CA94	59343	5AF15	43EC1	3D11F	3AB1E	3493E	33F67
0	42802	62BF9	65101	4A7E3	42626	3F9C9	38D8F	38052
0	190E8	1392F	12EC9	17781	5150	44ED	28DB	28B5
0	A9203	7F313	7936F	9D497	1E590	191ED	E5A1	E7A3
0	23FA9	1AFB7	19851	2173B	6790	568D	3184	3302
0	3B6D1	5796F	593B3	429D6	3BDE5	397EB	3376F	32EAD
0	43978	6485F	66D03	4BC0C	43783	40A0C	39B96	38EEE
0	18168	12F96	12569	169C8	504E	4425	28D5	28F3
0	A8D0C	7F565	793B4	9D21B	1E7F6	1930A	E61E	E955
0	25431	1BFCA	1A726	22A7D	6B5C	5971	3307	34B5
0	3ACB3	568A8	580F1	41E9D	3B42B	38E3E	32FEE	326E3
0	4497A	66079	683E4	4CE36	447CD	41957	3AA7B	39D1F
0	17451	1262F	11D37	15DAA	4F86	438E	2903	2905
0	A8960	7EF6E	79267	9CDEB	1E8E6	193BA	E70F	EA31
0	26614	1CBE5	1B35F	23AD9	6DAC	5B58	33F0	35AB
0	39119	53C0E	55682	3FDCA	3973D	373A6	317AE	30E60
0	45762	67125	69819	4DCAC	455AF	4275E	3B6A4	3A894
0	161DF	1186A	10FB9	14C74	4C1D	413D	2836	283E
0	A76A0	7DDE0	77EBB	9BB4B	1E088	18E14	E39C	E6E5
0	27B13	1DB1B	1C130	24E3C	70AE	5DEC	3550	36FA
0	388AA	5303F	5491C	3F55A	38F67	36BA7	31040	3081F
0	46EB1	6956C	6BBCB	4F7CA	46D29	43D8D	3C9E3	3BCC1
0	158D0	11446	10BC4	144B9	4D2C	4241	2958	295B
0	A7CDC	7E957	787C0	9C280	1E717	19282	E606	E956
0	28FB8	1EB52	1CFF3	2616F	74B9	60E5	36D8	388A
0	373C3	51520	52C27	3DE8B	37B51	357FD	2FEC7	2F666
0	47D00	6AD06	6D216	507EE	47C3F	44BDB	3D6F9	3C90C
0	14D40	10BF4	1048A	139FA	4C12	4172	2985	295C
0	A840C	7E9F3	78CB6	9C7A1	1E641	191B4	E594	E895
0	2A988	1FDAF	1E24C	27928	78A9	6441	3896	3A53
0	35C85	4F57A	50CEF	3C489	362BB	340CC	2E980	2E0D7
0	48AC1	6C497	6EBEA	517F8	489D6	458FA	3E23A	3D38D
0	13B9C	100EB	F9E5	12A49	4AF2	4115	2A04	29A0
0	A6DF2	7DEEB	77FFA	9B58F	1E47F	19182	E5AC	E79D
0	2C1E7	21101	1F424	29059	7D2B	6805	3AC8	3C47
0	350C9	4DFA7	4F756	3B723	35756	335FE	2DFBE	2D833
0	49F58	6E02E	708B3	52EF0	49E74	46CF2	3F3D4	3E61D
0	1335E	FC66	F5AC	12303	4B7A	41B8	2B04	2ADA
0	A70FB	7E115	78095	9B7DA	1E55C	1916E	E548	E878
0	2D783	220DB	202A4	2A41C	808C	6A8C	3C15	3DC5
0	33B07	4BF62	4D543	39EAA	34267	32138	2CD6A	2C59D
0	4AF7A	6F741	71E81	540C5	4AF7F	47C96	40243	3F39D
0	123A3	F128	EB7D	11465	4996	4048	2B26	2ABA
0	2EF57	2315C	2133A	2B9F6	8402	6D75	3DC5	3F80
0	32170	49A67	4B1E1	38212	3276F	3082D	2B6C5	2AEDC
0	4B7F3	704F6	72F90	54AFF	4B7C5	4851B	409AD	3FA8A
0	1182B	EAB9	E55B	10A67	4A0D	413C	2C6D	2BE0
0	A4C16	7C13B	7638F	994A1	1DCFA	18B37	E228	E40C
0	30664	242F9	22351	2CF9A	886C	7134	3FEB	416D
0	30F97	48018	49619	36DEC	315CD	2F6DC	2A7ED	2A10C
0	4C67C	71A91	74479	55AF0	4C62E	492A8	41663	40831
0	10DCD	E5C6	E0BD	10186	4B02	4244	2DC6	2D6E
0	A4527	7C23E	762F9	98FE0	1DF93	18C4E	E265	E5A4
0	32141	25822	236D1	2E8B4	8DB4	753E	4226	43E9
0	2F7C0	45E28	47238	35402	2FE8A	2DFF5	293AF	28CA8
0	4D245	72DD7	7562B	568F5	4D29A	49DEF	42130	41238
0	10061	DC97	D87A	F517	4A0E	41F6	2EBF	2E28
0	A2E2B	7A97B	74E39	977DD	1D743	18693	E023	E2AA
0	33C00	26B1B	249AC	30155	9205	7938	44AA	4663
0	2F672	45651	46C39	350E2	2FBCE	2DE79	29220	28AF0
0	4F05B	75437	78068	5894C	4EFE6	4BAF6	43AA7	42B2C
0	FC29	DC8D	D8D2	F212	4C53	4444	3102	3053
0	A3945	7B656	759DF	983A7	1D9F3	1887F	E090	E296
0	3578D	28062	25D85	31B18	96D7	7CFE	46B6	4840
0	2DF90	436A1	44B13	337C9	2E587	2C896	27DE4	27781
0	4FAA4	764A2	78FE1	59522	4FAC8	4C514	4431A	4344B
0	F211	D6E1	D377	E923	4CC7	44F6	326D	31D7
0	A2392	7A32B	74578	96E20	1D426	182C2	DD34	E003
0	36F74	2917E	26D13	330D2	9AA2	7FDE	485D	4A11
0	2CD6A	41DA0	4306B	323FA	2D3E1	2B74C	26F47	268DD
0	508DC	77C7F	7A63F	5A5B0	509B1	4D2F8	450D1	44162
0	E9C1	D2FB	D058	E1F0	4E6B	46B5	34A7	33EB
0	A1623	79606	73C29	960F6	1D372	181FC	DD3A	E003
0	38ACF	2A559	280D4	34A47	9FE1	845F	4B13	4CEA
0	2C287	408F4	41D67	31666	2C75C	2AC69	2651F	25EAD
0	519C8	7906F	7BE1B	5B797	51947	4E30E	45E41	44E7D
0	E3A2	D19B	CF68	C000	A0C	430794	70073A	8095A
0	3A365	2B928	29369	361A7	A49D	886E	4D39	4EDC
0	2AC9F	3EC91	3FFAF	2FF03	2B20D	29753	25205	24C51
0	52239	7A0E6	7CDA9	5C222	52295	4EB6B	465C9	456C4
0	DAAF	CD71	CB8B	D576	5178	4A41	38D3	380F
0	9EC77	77BFA	72058	93BA4	1CBE6	17C04	D924	DC11
0	3B917	2C955	2A1F0	37587	A81A	8AF1	4EC7	508A
0	2A450	3DEF8	3F096	2F576	2AA1C	28FAF	24B51	24571
0	53595	7BC6A	7E744	5D783	53657	4FE7D	476ED	46722
0	D786	CE5D	CD2C	D360	5499	4D56	3BBF	3ADD
0	9F549	7848D	72D60	944B4	1D0AC	1801E	DB1C	DE12
0	3DA0A	2E1E4	2BAA5	39453	AE53	9055	51C4	53A7
0	2900F	3BE73	3D18F	2DD78	294C2	27C17	239D5	233DE
0	54135	7C896	7F798	5E2DC	5415E	50A2A	481A1	4712C
0	D037	CB5B	CAA4	CD40	5634	4F61	3E6D	3D53
0	9D464	76688	70EEE	924DD	1C55D	177E6	D6EA	D8C5
0	3F06A	2F1AA	2C92E	3A8F0	B18F	934C	53BF	5549
0	28220	3AB20	3BCF2	2CE3B	28734	26EA5	22D90	22879
0	54BDF	7DAC8	808BC	5EF57	54CAC	5146F	48A6A	47B39
0	CB1B	CA72	C9FD	C93E	5846	5181	40CD	3FD3
0	9C3C2	75B0A	701DC	9158D	1C2B0	174B1	D4E3	D7B9
0	40986	30549	2DAF5	3C05B	B6A0	970F	55E4	57A9
0	2707C	39224	3A260	2BADC	275F9	25DBC	21EAC	21975
0	55595	7E9C7	81588	5FA2E	556DA	51DE1	4936E	4837C
0	C74B	CB0D	CB2E	C680	5BCD	5508	4441	4323
0	9BA49	75428	6FF08	90CC3	1C416	175C4	D548	D829
0	428DB	31C91	2F235	3DD7C	BC6E	9BF8	589E	5A8D
0	25AD1	374C2	383E0	2A291	25F3F	247FC	20ACE	20590
0	55BD9	7F561	820A4	60133	55C8E	52334	497E1	48764
0	BFE1	C8E9	C973	C086	5E1D	579F	4756	4603
0	98B65	73029	6DB09	8E129	1B84F	16CE5	D057	D236
0	44029	32DCE	3022B	3F352	C003	9F34	5A97	5C34
0	250D9	36414	37493	2978D	25573	23EAC	20241	1FD98
0	56A90	808A6	8379A	61234	56B78	531A9	4A45D	494AC
0	BFB3	CCCC	CDC2	C17A	626F	5BC8	4B10	49DE
0	99751	73E59	6E7C0	8EDD1	1BE8C	17178	D28F	D584
0	464C3	34A9B	31CC6	4158C	C75B	A4DA	5DD5	5FA8
0	23D5D	3480C	35731	28191	24262	22C25	1F1F6	1ED4E
0	573F4	81766	844A2	61BEA	57542	53AED	4AD2C	49CC0
0	97601	721BC	6D01E	8CD71	1B7F4	16BAC	CF75	D232
0	47B58	35AD4	32DBF	42A3C	CBC4	A8A0	6010	6203
0	23819	34173	34F65	27CA5	23DCD	22771	1ED6D	1E8B9
0	581D7	82E92	859F9	62D86	58523	54964	4B9AE	4A901
0	B8F4	CEB1	D05D	BCEB	68E1	6264	5202	507E
0	95B67	70E3F	6BC04	8B55D	1B15D	16734	CD1D	CF61
0	492FE	36C84	33E0B	4408E	CF4D	ABED	6203	63D6
0	22370	32074	32FAE	26455	227C8	212F3	1DB1C	1D71B
0	58733	8314C	8612D	631B3	588BE	54DE5	4BDCB	4AE2D
0	BA00	D43C	D68B	BF25	6E9C	67F3	5710	5583
0	95ABE	7110F	6BE05	8B543	1B520	169E5	CE1E	D008
0	4B5AA	38784	35710	460CD	D66E	B169	6519	66B1
0	2103D	30618	31412	24F61	214FF	20097	1CABF	1C6BE
0	58AD8	83967	8674B	6365D	58CFD	551C6	4C193	4B193
0	B692	D5C4	D839	BCEF	724E	6BBD	5B1B	5985
0	92C01	6EBF9	698C9	888D8	1A985	15F96	C861	CB12
0	4CCDE	39840	3665F	475F7	D9D3	B41D	66B8	68B4
0	20E2D	30292	30F84	24D17	2134E	1FF18	1C9A0	1C562
0	5A247	85C4D	888CC	650FA	5A57D	5696F	4D728	4C60A
0	B7BF	DAD4	DDC4	BF1F	777B	70BD	5FC1	5DFC
0	926D9	6E60D	69791	8839F	1AA0A	16016	C87D	CAF8
0	4EC2D	3AEA2	37D7B	49300	DF5A	B8F0	6970	6B5F
0	1FC72	2E750	2F57D	238CA	20072	1ED58	1B960	1B524
0	5A527	85DB7	88E9A	653AC	5A6E6	56B3F	4D82C	4C6EA
0	B6D8	DE9C	E224	BF8E	7C08	755B	6435	625A
0	90B10	6D43C	68452	86B9F	1A3B3	15B8B	C5B4	C75A
0	50C2A	3C80D	39455	4B17C	E53C	BDB6	6C3C	6DBE
0	1EFEE	2D4A7	2E198	22AF9	1F420	1E157	1AEA4	1AB10
0	5AD9B	86AFE	899D4	65D84	5AF59	5733F	4DF20	4CEEA
0	B7E1	E423	E7D0	C1A8	8103	7A3C	68CC	66FE
0	8F97F	6C86E	677CB	85AF1	1A0AC	15864	C383	C678
0	52916	3DE56	3A8D0	4CC12	EA64	C1B4	6E58	706A
0	1DF9D	2BE43	2CA42	21901	1E414	1D199	1A0A0	19D01
0	5B051	87166	89EE5	660F8	5B308	575F6	4E262	4D173
0	B99E	EA26	EE41	C476	86C9	7FC0	6E04	6C0A
0	54CB5	3F878	3C3A1	4ED1C	F0A6	C707	717F	73A6
0	1D494	2ADDB	2B9E1	20C1A	1D806	1C67F	196BE	19308
0	5B818	87BFB	8AAE0	668BC	5B9AE	57D60	4E8EF	4D773
0	B8D1	ED71	F1FA	C4BF	8B3C	8453	7283	7059
0	8BAFD	696BD	64B0C	81FA1	194AE	14F68	BE61	C02D
0	55E34	404FA	3CED2	4FD32	F35D	C999	72EA	7495
0	1C902	29B77	2A799	1FF25	1CCA4	1BB82	18CA3	18997
0	5C04B	8853C	8B552	671E0	5C23C	5857D	4EF7D	4DF7D
0	BC50	F4F0	F9CB	C947	9138	8A1C	77C7	75BD
0	8B598	6938C	646F7	81AFC	193CE	14DF0	BD50	C043
0	57F6D	41E1B	3E5DE	51BED	F991	CE3E	75A1	77B6
0	1B898	28485	28F9B	1ED1B	1BC7B	1ABA7	17E47	17B16
0	5C090	8882F	8B635	672B3	5C336	585C9	4EFBC	4DEB9
0	BD7C	FAD5	FFF3	CB8D	9700	8FBD	7D2C	7AE7
0	88D68	67252	62A17	7F48A	18D0D	147F4	BA2B	BCB3
0	59C53	432AF	3FAE7	53681	FED1	D2AD	7844	7A5F
0	1ACBA	27262	27CAE	1DF43	1AFC2	19FC0	173DB	1709E
0	5C5CD	88F89	8BD30	677CE	5C7E0	58AB5	4F4D3	4E332
0	BF9E	10188	10712	CEDB	9CDF	957D	82A1	802D
0	86B5D	6598A	610F4	7D536	185A8	1432E	B782	B95D
0	5B62E	44688	40D1D	54EE3	102D8	D691	7A97	7C5D
0	19F0A	25DB2	268C8	1D00E	1A219	1929F	1680A	1655D
0	5C377	8898A	8BA1E	67578	5C649	58932	4F389	4E33C
0	C2A9	1080A	10E02	D2E8	A299	9AFE	8795	8540
0	86458	659DA	610EF	7D064	189BC	145C6	B873	BB6B
0	5DDB7	46611	42A5D	5740D	10B99	DD23	7E43	8055
0	1923F	24C19	25639	1C20F	19548	1860E	15CD7	15A26
0	5CAF2	8976B	8C5E5	67E54	5CDBA	59018	4F9DA	4E90C
0	C69B	11118	1173B	D80A	A9E1	A225	8E5A	8BD0
0	83976	634E2	5EFAA	7A6DD	17E9F	13C1B	B354	B5C8
0	5F818	47797	43C0E	58BC5	10F19	E003	8003	8227
0	18F93	24709	25062	1BF34	192D4	18393	15AB8	157F8
0	5DC82	8B05C	8DD48	69300	5E13B	5A21D	50A60	4F8D8
0	8342A	63509	5F0EA	7A425	180AF	13D8D	B3FA	B64B
0	61A5C	492FF	4572D	5ACDE	1168B	E63F	8397	859C
0	18484	2346E	23E9C	1B22C	1867B	17831	15012	14D58
0	5E1DE	8B26A	8E37F	697E1	5E48C	5A670	50D24	4FB9E
0	D06D	12312	12A0E	E42D	B7C4	AF89	9A82	97BF
0	81B49	6243D	5DFC6	78D68	179B3	138DC	B12E	B2FB
0	63586	4A8D4	46B32	5C64F	11ABB	E9EB	85BC	8777
0	177CA	222FA	22C39	1A444	179B5	16BAA	144DD	142A6
0	5E255	8B675	8E557	6990F	5E5B9	5A73B	50E12	4FDB9
0	D3D9	12B2A	13234	E8A7	BE7E	B61B	A0B3	9DFB
0	7E57B	5FA85	5B4D9	75A56	16FCF	12FD3	AC29	AEC0
0	64C9A	4B9DA	4791F	5DB26	11EC8	ECC8	8777	89AA
0	16553	209C2	21230	18FC3	166F5	1595D	134C4	1327F
0	5D25B	8A3CF	8D0B3	68780	5D6B8	59833	5024D	4F149
0	D820	13365	13A88	EDD2	C4D3	BC2C	A670	A383
0	7D2C2	5EB1A	5AA4D	74893	16F2F	12F21	ABF1	AE68
0	66F57	4D216	492D2	5FB15	12523	F22A	8AB0	8CF6
0	15D61	1FA91	20392	185DE	15D9E	150FF	12D3F	12AF6
0	5DD20	8AB83	8DC1A	6919E	5DFC3	5A258	50AF0	4F941
0	DE20	13E16	145FD	F51D	CD50	C470	ADEB	AAC4
0	7A55B	5C90A	588E7	71E86	165EF	128B2	A808	A9A7
0	688F9	4E5B9	4A52C	61322	129CC	F68E	8D1B	8ED4
0	14F59	1E7BA	1F00A	176AE	14F1D	142B7	11FF4	11E25
0	5D7C5	8A98E	8D92D	68D48	5DB20	59D2A	5052C	4F4D9
0	3C997	82DD83	2BD1A	386DE	B104	9255	52CE	540D
0	6B12D	5036D	4C026	6383D	13096	FB87	8FFB	9228
0	14665	1D9C2	1E121	16C9E	1459E	13963	1175E	115C4
0	5D9DD	8ACF8	8D9A8	69013	5DDDA	59F81	506D0	4F714
0	EA5A	153B8	15BCA	103A5	DCCC	D362	BB6E	B85F
0	76D37	59EE1	56292	6EA3E	15CA6	11FEC	A2B3	A587
0	6C7B3	5146F	4D2D0	64D27	13541	FF87	9207	94CB
0	14201	1D000	1D72B	166A0	13FC4	13438	1133B	11167
0	5E9EC	8BD97	8EB21	69FEB	5ECCC	5AEFC	5164D	504E1
0	F234	16067	16900	10CC2	E663	DCAD	C407	C090
0	749A1	5848F	547B2	6C963	15504	11AD9	A00C	A1D0
0	6E809	52D0E	4E8E1	66BAA	13A8B	1048F	953B	972E
0	1343C	1BC4D	1C396	1576A	13117	125F0	1062F	104B5
0	5E3E7	8B6F9	8E6D5	69A10	5E77D	5A977	51106	50095
0	FB26	16E3E	1778B	116FA	F045	E620	CC86	C91B
0	73AE9	57970	53C91	6BB58	1541F	1196D	9F0B	A195
0	70580	54232	4FC4D	6861F	1403D	10890	977F	99B4
0	12E87	1B331	1B9BB	150FE	12AD1	11FC9	100BE	FF42
0	5E878	8BFE2	8ED35	6A026	5ED32	5AEB5	515E6	5052B
0	100E8	178BE	181E6	11DE2	F785	ED22	D2DB	CF4F
0	711AC	55B1E	52231	6956E	14E24	1141F	9C21	9E78
0	7231A	558DE	513DC	6A1EC	1466A	10DA4	9A70	9CD9
0	12028	19DEB	1A3D0	14074	11A77	11380	B	BF7C11
0	10A85	18884	1925B	128E6	1023F	F759	DC10	D82B
0	AC43A	819A0	7B8B0	A040E	1EEAE	19952	EA75	ECE7
0	2060E	186C8	171CF	1E26D	608B	514D	2FBD	313C
0	4084A	5EF82	60D07	484A9	40E2D	3E4F5	37BE6	3712B
0	409D3	6001C	62475	4861F	4063F	3DABE	37119	3643F
0	1C0A1	15C73	1502F	1A3D8	5892	4A82	2B19	2B6F
0	AC1D8	81A23	7B6B8	A0215	1EFEA	199D4	EA51	EDB2
0	218DF	19454	17E07	1F39B	62A5	52A6	3006	31A4
0	3EC90	5C8E5	5E436	465F8	3F3A6	3CADB	36545	35C4F
0	41D82	61FA6	64367	49C5D	41ABD	3EDEA	3829A	37693
0	1A4C9	14722	13C46	189B2	549B	4735	29D2	2A02
0	AA48E	7FF01	79F97	9E561	1EAEA	1956A	E81D	EBB0
0	22DA6	1A25B	18BC2	2069B	6520	54A5	30C7	328E
0	3CFB7	59FA4	5BAC0	444A3	3D50F	3AECA	34C0E	3423E
0	42AC1	6346C	659A2	4AAF3	42786	3FAF3	38E0D	380E7
0	19C47	14249	137AA	18255	5446	4762	2A44	2A46
0	ABBEC	812BB	7B10A	9FC15	1EF1B	199DB	EA64	ECDD
0	24420	1B2FC	19B1B	21B73	68AB	578D	3247	33D1
0	3C61E	58CBD	5A780	439A5	3CC20	3A5FF	3444C	33B66
0	44156	6538B	678D8	4C41F	43E20	4109B	3A157	3948E
0	18713	13322	128C2	16ECB	5114	44D7	2945	296C
0	AA77F	804B7	7A121	9E941	1EB7F	19648	E84D	EBAE
0	25862	1C23F	1A913	22E33	6BFB	5A03	3373	3524
0	3B32B	57552	58EA4	42634	3B9F6	393D2	333FF	32AF3
0	451B4	66F8B	6948C	4D7B3	44F40	4206C	3AFDB	3A26F
0	17998	129C4	120C1	1626B	4FBF	43C5	292E	292C
0	AABE7	805D2	7A78C	9ED1A	1EAD6	19560	E7E4	EB08
0	26F49	1D27C	1B97A	2436B	6F0A	5C8A	34B5	366D
0	3A5F2	55D45	574F2	41572	3AB49	3864A	327E5	31E7E
0	468FF	68EBC	6B3E8	4F0B9	4662B	4368D	3C39D	3B57C
0	16A74	11F95	116DE	15492	4E5F	4327	2966	292F
0	AA7E5	8039A	7A2D3	9E8E6	1E9EA	19585	E7C8	E9F3
0	28695	1E3D3	1C93E	258E3	72BE	5F82	3642	37C1
0	39304	53F8C	558B7	400A0	398E9	374E2	31886	3103D
0	47DD8	6AC6C	6D37D	50856	47AF8	44AE1	3D5A9	3C83A
