Marker	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6	Ch7	Ch8
1	6D688	566AE	5340C	669F3	13D4A	10881	95AF	987C
1	15FB7	1DA68	1E91E	177D8	15E71	1534E	12F0D	12D76
1	634C0	0	F93C01	535901	644D01	8F800	EBBF00	E2A900
1	7976E	608C6	5E12E	720EF	16EEE	1320D	AB4C	AECA
1	7005C	58495	552CE	69040	14485	10E7C	993F	9C50
1	151E7	1C6C6	1D4D8	1686B	14E61	14414	12125	11F96
1	635F3	89333	8ED83	6A75D	636BD	5FE02	55969	5493C
1	1036C	161E5	17369	113E2	F70A	EDC6	D254	CF13
1	7716D	5ECE8	5C56F	6FE40	1674E	12C0E	A817	AAF9
1	71A64	59A37	56741	6A8DC	1494D	11254	9BA1	9E4B
1	143A1	1B422	1C1B3	1596A	13F4A	13536	113A7	1127A
1	62A8C	889F0	8E454	69C9D	62C10	5F305	54EFF	53FA4
1	10A4B	16D83	17F96	11B94	FF22	F594	D933	D5D7
1	75F77	5E108	5B7FE	6EE65	165E7	12B30	A777	AA4A
1	74F4E	5C584	58F4B	6DB30	153EC	11B97	A0DC	A3DB
1	134B5	19FAB	1AC25	14996	12F36	12551	10514	103E1
1	61D3D	87A4A	8D34A	69002	621EF	5E7DE	544ED	534E2
1	11184	178E8	18BA8	123D3	108C1	FEA9	E194	DE01
1	7232C	5AE4A	589D8	6B47E	15B58	121B6	A230	A56C
1	761EF	5D1FD	59E6F	6EBCB	1578D	11E50	A27B	A58E
1	12F47	1960D	1A17D	142F0	12776	11E43	FED1	FDAB
1	11D5E	189D7	19D1E	13074	1151E	10AD7	EC7D	E8EA
1	70A36	59F8F	579D2	69E66	157F1	11FC6	A0C5	A3BD
1	7908C	5FA96	5C39A	71842	15F58	124D4	A606	A8F9
1	12950	18A5B	195AD	13C2A	11FCD	116C7	F87C	F7A5
1	63536	89047	8E937	6A762	637ED	5FEF1	55B5B	54BF9
1	12850	198D5	1ACDF	13C42	120DB	11638	F6E4	F31C
1	6EADA	5871A	56371	6813D	14FA1	118A4	9CFD	9F8C
1	7AAE3	60F26	5D931	73102	16402	12904	A898	AB9E
1	1168D	17285	17CD4	1287B	10BF0	10323	E674	E59B
1	61F40	87C9C	8D51E	692D6	6252F	5EB01	548CA	538EB
1	133C0	1AA86	1BFC4	14923	12DBD	12254	101A8	FDB7
1	6D2BF	57137	54F9D	66991	14DBE	11696	9BB4	9EE9
1	7D887	630DC	5FB42	75B1A	16DD1	130E0	AD1A	B04E
1	119A5	1722C	17C8C	12ACF	10BF0	1039B	E6C6	E5E3
1	63C30	89A3C	8F480	6AF7D	63EAD	605E3	560B4	5509C
1	13F76	1BA3F	1D016	1557D	13999	12E19	10C37	10832
1	6AF79	558AA	53646	649C9	147F1	11223	993D	9C1B
1	7F9AF	64DF8	615C1	77AFC	17436	13616	B01D	B32A
1	10A49	15CAF	165FE	0	314500	440F28	46D1A0	34DAF8
1	14B1F	1CAF1	1E175	1621E	1463F	13A3F	1173C	11353
1	676CF	5287C	508EC	61420	13DB1	109AF	9443	9825
1	81626	66243	62B10	795AF	179B6	13B2C	B2B1	B6F7
1	10354	1523C	15A9F	112A0	F0C2	E8C7	CE4C	CDD7
1	62143	87CB3	8D371	6953B	6278D	5EDE8	54B53	53C0A
1	154A9	1D928	1F03E	16CC5	150B9	1442E	1201D	11BDC
1	65A50	512C5	4F2D7	5F900	1389C	104F6	91AE	94B4
1	83E69	68252	6494E	7BAF5	18177	14125	B643	B9A3
1	FE48	147FA	1503A	10C67	E80E	E099	C6CC	C68E
1	62643	87F04	8D800	69926	6295F	5F15A	54E65	53FDD
1	1628D	1EC5B	20487	17B81	15E4F	15192	12C12	127CC
1	63496	4F743	4D710	5D633	1310D	FF6F	8E86	9129
1	85B04	69AFE	66004	7D5EF	18687	145C1	B8FA	BC4C
1	F76A	13C27	14372	1048A	DE5F	D6F2	BE15	BDD3
1	62C03	8850F	8DD31	69F11	6310F	5F79F	55552	545DD
1	1747A	204C6	21E18	18E95	170E8	16349	13C5A	137A5
1	609D0	4D411	4B698	5ADBA	129BF	F8DA	8B18	8E33
1	8844F	6BA35	68069	7FCA4	18E11	14C01	BCE4	C09F
1	F3C1	133BD	13A07	FF92	D5BB	CECF	B67E	B647
1	6261A	87BF0	8D17D	6972E	628A2	5F0EC	54E9C	53F2A
1	17F12	213E4	22DA1	199E5	17B5F	38000	BD9	FE097A
1	89701	6C8AD	68E6A	80E10	19269	14EF5	BE59	C1B7
1	EB0E	125C9	12BE8	F5E4	CAA9	C3E2	AC9F	ACA1
1	61E2D	86F1F	8C617	68E9D	621CD	5EA08	5489F	53A1C
1	18E47	228A2	24347	1AA02	18A9F	17C48	15260	14D94
1	5C2C1	49DCB	47F51	56BC3	11D18	EEB8	8519	8779
1	8B80F	6E594	6A77D	82DCB	19863	154AD	C18A	C4E7
1	E4B1	11B7B	120B0	EEB0	BFDA	B928	A28E	A293
1	60F40	862C8	8B923	680CD	614F3	5DCF8	53C86	52D26
1	19B1C	23BEE	257CB	1B83F	19828	1892B	15DE7	158AE
1	5973D	477A3	45C3C	5418D	114C0	E76F	8108	83C8
1	8E108	70317	6C6FB	8535F	19EF1	15A26	C492	C83A
1	E5E2	11837	11C7B	EEB1	BAC3	B458	9DE2	9DEA
1	611AD	862BA	8B5E0	681C2	61579	5DE7A	53D85	52E34
1	1A739	24CB4	268B2	1C51A	1A41B	194BA	16823	162F0
1	56D98	4583F	43C95	51B52	10BA5	E029	7CCA	7F0E
1	8F213	71333	6D56C	86459	1A2F2	15D3E	C647	C98F
1	DF60	10C5E	11073	E72A	B033	A9C8	9419	9456
1	605F7	8513E	8A702	67560	609F4	5D2B8	532DF	52453
1	1B807	26373	280F3	1D6E0	1B496	1A4A2	17656	170FD
1	53DD6	42D06	413BF	4ED26	101E7	D7B0	781E	7AD3
1	90A20	71FB5	6E2EA	87968	1A602	15FDA	C7AC	CBBE
1	DACE	10290	10594	E17B	A606	9FAA	8AC8	8B11
1	5F69D	83F6F	8931C	66692	5FD74	5C539	52761	51845
1	1C7F3	27A23	298BB	1E86F	1C55A	1B451	1846E	17EBC
1	52C12	42228	408BA	4DD09	FF15	D4EF	7685	78F9
1	DC4C	1007A	1031E	E1EC	A1C5	9BAD	86F2	8731
1	5FBAA	84616	89A6F	66A30	5FFC4	5C95F	52B13	51BFE
1	1D69D	28EF5	2AE8A	1F7DA	1D369	1C245	190D5	18B23
1	50785	404EE	3EAFF	4BA90	F567	CD6E	7250	743D
1	94D98	7583D	71721	8B8B0	1B07E	16878	CCCC	D020
1	D884	F700	F8EE	DCFA	97ED	91C5	7DA1	7E20
1	5E980	82BC5	87FCA	657A3	5EE7A	5B7C6	51AE8	50CB0
1	1E736	2A559	2C5F9	209AF	1E3F3	1D20F	19EDC	19908
1	4E575	3EA48	3D2EE	49B91	F1D2	CA56	707A	731D
1	967E5	76E81	72FF0	8D363	1B8BE	16FA7	D09B	D4F5
1	DA38	F531	F661	DDF4	9369	8D3E	792A	79B1
1	5E86F	82DB4	87FDC	65825	5EFC2	5B891	51BB6	50D28
1	1F724	2BC97	2DE19	21B5E	1F4A8	1E1F5	1AD04	1A6FB
1	4C9E1	3D5A8	3BE19	4815A	EE21	C6F9	6EA6	70EA
1	9825F	7843D	743FC	8EB80	1BE80	17418	D34D	D70B
1	DA89	EFA7	F080	DCE1	8D15	872E	73A0	744A
1	5EAE0	82591	87921	657C6	5EEF3	5B9AD	51DD4	51017
1	20DC7	2D924	2FC04	232C9	20A1F	1F72D	1C017	1B9FF
1	49EBD	3B0FD	398D4	457E1	E022	BBA1	6841	69DF
1	99794	79369	74FE4	8FE33	1BD6C	17361	D2DF	D642
1	61F1A	881F7	8D9AA	6931E	6235A	5E904	54564	5355A
1	FDCE	15B50	16C3E	10E41	F113	E7C1	CCA6	C975
1	7884C	60302	5D822	71511	16E7E	13179	AB1B	AE5D
1	71843	59AFE	56501	6A7D1	14A31	112FE	9C18	9EE9
1	14602	1B6AD	1C415	15BE9	141B9	1379E	115C6	114A2
1	62D69	88AE1	8E385	69F44	62D7D	5F4A1	5503F	54107
1	1090D	16B82	17D23	11A31	FDDA	F463	D820	D4CD
1	75176	5D8DB	5AEB4	6E1D5	16621	12B82	A7CA	AA8F
1	73D94	5B9EC	58239	6CB1B	151A7	119AA	9FDB	A2BF
1	13564	1A0B5	1ACFA	14A39	13012	12632	10604	104D1
1	6227E	8810C	8D8DA	694E4	62665	5EC65	54963	53947
1	11252	17A0B	18C93	12494	10998	FF90	E27F	DEE2
1	71A27	5A6B2	57E93	6AC11	15535	11DA4	A05D	A348
1	76C18	5DA3B	5A1FD	6F5AD	15717	11E8A	A30E	A5F1
1	128F9	18DA4	199AC	13C39	12055	1174F	F851	F77A
1	62092	87C3D	8D5C5	69175	61F9C	5E787	54414	5353D
1	11E28	18B3E	19EAA	1314B	11603	10BCC	ED4E	E9C7
1	6EBE6	5852F	55C9A	6819A	15408	11CA0	9F5F	A214
1	78D6F	5F6B5	5BC22	71550	1613C	126B9	A779	AA63
1	12265	1829E	18D7E	134F3	11818	10F20	F161	F086
1	62B7F	88B59	8E353	69DF3	62C49	5F2D5	55048	54091
1	12B58	19E7C	1B2B6	13FAF	123DD	118FB	F96B	F58D
1	6DD3D	57923	5549E	674ED	14CA2	115F4	9BD9	9F4D
1	7B9AE	61928	5E0D3	73FC5	1668A	12B2B	AA42	ADCD
1	11220	16C7F	17632	12320	10567	FD3A	E094	DFC6
1	61D42	87B3E	8D15E	68DDD	61D01	5E523	541C1	5320D
1	1382C	1B0EB	1C5F7	14D6C	131A8	1266D	10539	1014C
1	6B852	55EA2	53907	65219	14997	113F1	9A6D	9D74
1	7E82D	63F53	6038F	76AFD	1708F	13379	AEC4	B1D4
1	10FB7	164D2	16E4F	11FEC	10050	F828	DC5A	DBCC
1	62FFC	88CAC	8E465	6A13C	62FD2	5F716	5534E	543FC
1	146CD	1C4E2	1DAC0	15D01	140A8	134ED	11254	10E34
1	68EEB	53F55	519B0	62BAB	141F9	10D74	968D	991B
1	807A5	65905	61BBA	78891	17685	1386F	B16B	B481
1	1067E	156F7	15F60	115DB	F4F7	ECEE	D245	D1B9
1	62906	88661	8DC1F	69B6C	62C77	5F291	54FF6	54016
1	151FB	1D597	1EC31	1697D	14D5C	140DC	11D2A	118C6
1	6569D	50CBD	4EAB2	5F4C0	13542	10209	9055	932C
1	82A6C	6700D	63492	7A7C7	17BF4	13C94	B400	B736
1	10146	14C70	154B5	10F69	EB8F	E412	CA0C	C978
1	62F16	88B88	8E3E4	6A063	62F25	5F6EA	55379	54360
1	1612D	1EAD4	202B9	17992	15C34	14F79	12A2D	125B5
1	63540	4F8C5	4D61A	5D7AB	13268	10089	8F2D	91B1
1	84B27	68FAF	6519B	7C839	18428	143A3	B7E1	C00000
1	6290E	8828C	8D7A3	69AC8	62A97	5F1D0	54F1D	53F8D
1	16F3E	1FE16	21648	188C4	16ACC	15D7A	136D3	1321F
1	60BA7	4D4F9	4B5B1	5B084	12A18	F92F	8ACB	8DFB
1	87580	6AE40	671E9	7F030	18A82	14900	BA75	BE45
1	F1E3	13214	13843	FDA1	D495	CDC9	B596	B557
1	62632	87DFB	8D2F6	6967F	6268F	5EF5C	54C6B	53CC8
1	1800D	215D0	22F79	19AC1	17BBC	16DEF	14554	1408A
1	5EC64	4BB21	49B77	59211	12337	F2CE	872B	89E0
1	89966	6C974	68B0A	8109D	1912B	14DDC	BD50	C0A1
1	EE4D	12A8D	1307F	F963	CD71	C697	AEF3	AEF2
1	62628	87E82	8D467	6975F	6273B	5EF64	54CA0	53DEC
1	18D77	228C9	2431D	1A931	18932	17AE4	150EB	14C15
1	5B4F8	491DA	471B5	55EB5	11A71	EC4D	8385	85BF
1	8B81E	6E4FA	6A3C5	82E27	197D9	15413	C0D2	C418
1	E562	11C1C	120FA	EF53	BF7D	B8B3	A1F0	A1F0
1	61279	869F8	8BEC2	68464	61679	5DD71	53BE4	52C68
1	19D78	24009	25BAC	1BACF	19A00	18AA5	15EFF	159BD
1	599F5	479CD	45CCD	5446D	11240	E50E	7F65	822D
1	8DB21	6FD8B	6BEE4	84E03	19B8B	1570A	C266	C623
1	DF4C	11063	1149A	E7D3	B4AA	AE61	987E	9881
1	60B3E	85E16	8B1F8	67ACB	60CA8	5D5A6	53538	525AC
1	1AF00	25834	274B9	1CD3D	1AAF0	19B5C	16DED	1689E
1	57252	45A56	43C8E	51F3E	1C000	904	17071E	E706DC
1	DF58	10BB5	10F3A	E6EE	AEC5	A858	92F0	932A
1	60B34	85B09	8AEA3	67B16	60D5E	5D5A2	5364D	5273D
1	1BE84	26D23	28A67	1DDE7	1BA79	1AA23	17B4B	175B9
1	54EBC	440A7	425CC	4FF8D	10780	DC90	7A77	7D81
1	926E7	73CAB	6FCA3	89754	1ACA3	1659A	CA9D	CEE8
1	DBCF	1034A	105FA	E261	A560	9F04	8A15	8A5A
1	60077	851A4	8A481	67143	604E4	5CC81	52D3D	51E12
1	1D01A	286EB	2A5B6	1F12C	1CC9B	1BB5A	18A6F	184BF
1	52449	41BF0	4008C	4D5F7	FCA0	D293	7518	774B
1	94E53	75943	7160A	8BA54	1B205	168E9	CCDB	D034
1	E048	102AD	104DD	E595	A217	9BDC	86EF	8730
1	60BC1	85816	8AB3B	67ADA	60CF9	5D659	53649	526EC
1	1E210	29E3F	2BDA5	203D5	1DD9D	1CC3E	19982	1939C
1	50667	4099E	3EDF8	4BB6E	F9AF	D11F	73FB	761D
1	9673D	77340	72E15	8D364	1B88C	16F52	D019	D3AA
1	DA1B	F6A0	F7D0	DE22	9671	904C	7C5C	7CDE
1	5F354	83889	889E8	661EA	5F801	5C0BA	523ED	5154E
1	1F3E8	2B799	2D870	21768	1F080	1DDED	1A976	1A35B
1	4CCEC	3D627	3BCDC	483A8	EC61	C555	6D78	6FD3
1	97F44	77FC7	73C00	8E842	1BB30	17112	D115	D50F
1	DC47	F3C9	F422	DEF4	8F5A	8961	7572	75F1
1	5ECE1	831FA	880F8	659F4	5EE32	5B8C0	51B84	50CB5
1	206D0	2D1EE	2F33A	22B50	2025B	1EF8F	1B8F9	1B2C9
1	4AB5A	3BC06	3A2EC	46441	E3C9	BEBD	69C6	6B92
1	99005	78EAB	749C1	8F814	1BD77	1735D	D299	D606
1	D970	EBA3	EB87	DB0E	86C9	80B7	6D5F	6E05
1	5D743	8148F	8648D	64458	5DBA9	5A58B	50AED	4FC95
1	2171A	2E92C	30C00	23D32	21375	1FFA6	1C772	1C0F3
1	484D7	39D24	38659	440BC	DD53	B8F5	666B	68B9
1	9AD0C	7A592	76295	914CF	1C339	1780F	D4F7	D944
1	DD62	EA81	E999	DDB2	E0000	2E8D	C84054	842C4
1	229BD	30279	32640	2510C	225C5	21167	1D73F	1D099
1	4653B	38540	36E0E	422F3	D828	B50D	644F	663E
1	9CE27	7C1E7	77C09	933C4	1CAAF	17E76	D8CB	DC7C
1	E13C	E959	E7F0	E06D	7C4E	762A	62E9	63B6
1	5C766	7FB55	84A51	6328A	5CA4B	595CF	4FD01	4EF72
1	23BCD	31B38	34013	26451	23781	222AE	1E6AF	1E00E
1	43BA1	36528	34DD7	3FBFF	D146	AF2C	60F1	6286
1	9DF78	7D139	7890E	94424	1CF2B	1820C	DAB4	DE5C
1	E445	E6DB	E47D	E228	7616	6FD0	5CCD	5DAE
1	5BB98	7EB65	83962	626C9	5C184	58C1E	4F578	4E743
1	253B9	33C8F	3635B	27E60	25084	23A2E	1FBF1	1F4B9
1	42400	35154	33CAD	3E596	CD2C	AB67	5EB8	60C6
1	A0150	7EA2F	7A5BF	96399	1D694	18801	DDFE	E22E
1	E707	E4CB	E1F5	E39E	6F79	6944	562A	570C
1	59FEB	7C9E4	815AA	6088D	5A341	57004	4DAE8	4CD06
1	26096	34FB3	376BD	28BFA	25C8B	24622	2062D	1FF16
1	3FC3A	33253	31D4F	3C046	C46D	A439	5ACA	5C74
1	A18FF	7FF1A	7B71F	979FD	1D9A9	18A63	DF87	E35E
1	F0BA	E952	E59B	EC17	6DB8	6720	53C4	54C6
1	5A87E	7D01D	81C10	6120B	5ACFA	578D0	4E471	4D6E8
1	27CE2	375AD	39E6C	2AA63	278E2	2612E	21EF5	21771
1	3D931	316D3	30380	3A015	C022	A0B2	58DA	5AF0
1	A2F83	811D8	7CB4C	9910C	1E129	19112	E37C	E833
1	F5BC	E89E	E424	EFA9	6721	608F	4D22	4E35
1	58C0D	7AB1E	7F53F	5F2B1	58EC4	55C88	4CA35	4BCA2
1	290D2	391B9	3BBFB	2BF91	28C66	27426	22F75	227D0
1	3B053	2F4B5	2E192	37892	B672	98B2	5463	55E7
1	A3E3D	81B38	7D2D7	99CBD	1E1D9	19169	E3AB	E762
1	FDD3	EB44	E620	F661	6332	5C3E	4890	49AB
1	57778	78FD1	7D9B4	5DDE9	57B94	5496F	4B920	4AC33
1	2A435	3ACB5	3D7BA	2D495	29FDD	286E9	24035	23862
1	38F14	2DB58	2C919	359DB	AFDA	9318	511B	5250
1	A4AA4	8279F	7DFCE	9A994	1E457	19397	E49A	E84D
1	1054E	EDBC	E7DF	FCA7	5FE9	58BF	44C8	45FB
1	569A5	77C3B	7C447	5D022	57121	53E59	4AF8C	4A255
1	2BCDA	3CF42	3FC29	2EFA7	2BA29	29F99	25647	24E0B
1	36D46	2BED1	2ADB4	339B8	1	4D0C21	797C0	FEA881
1	11216	F49E	EE2F	107D9	5D7E	5602	4165	42A5
1	55A6B	76574	7ADF6	5BDD0	55E58	52DDA	4A000	493DB
1	2D4BE	3F00A	41E58	3084D	2D027	2B58C	26977	2615F
1	34E6C	2A699	29564	31C71	A2D8	8878	4B18	4C4C
1	A714C	844FD	7FB23	9CCC2	1EB37	19992	E7F5	EBBD
1	11B00	F8EC	F196	10F80	5B39	536E	3E89	3FD8
1	549DD	74DAC	79398	5AC85	54FBE	51EEF	494C3	4882B
1	2E9D4	40CBE	43BD8	31F2C	2E636	2CA42	27CDF	27424
1	32811	28649	276FA	2F7EC	9C02	8244	47C6	4934
1	A82AB	84E38	80742	9DC32	1EF1A	19C2E	E9BE	EE23
1	12A23	101DB	F9E6	11CFA	59C8	51AC	3BF7	3D49
1	54018	74186	78523	5A099	54376	5143F	489CF	47D14
1	3093B	43928	469D5	3402F	30445	2E7AB	29653	28D74
1	30BF9	27208	2626F	2DE54	9660	7E05	454B	4669
1	A9B88	867FC	81D4F	9F596	1F41B	1A0D8	EC50	F031
1	1385C	10AB3	101C2	129D5	588B	4FD9	3969	3ACF
1	52505	719A6	75D40	58484	529FD	4FAE7	47422	4684E
1	31AF5	450F0	482EA	35383	31690	2F8F6	2A666	29D5F
1	2EBF1	25859	24ADA	2C0A4	917C	79C7	42DF	4462
1	AA012	86A98	8249C	9FB41	1F67F	1A2E7	ED13	F21E
1	1457C	11273	10932	135A5	57AC	4ED3	37B5	3933
1	51C6D	70818	748F3	57950	52031	4F341	46D90	4619A
1	3396E	479C4	4AD3E	373B5	334D5	316B1	2C09A	2B751
1	2CACD	23DB5	22FEB	2A0B6	8B27	74B2	4017	413F
1	AAC4C	87409	82A34	A047C	1F8F0	1A504	EE46	F262
1	154A8	11BD8	11182	1C000	4F3	6D06D4	FF0716	3F054E
1	348D4	490AE	4C570	38458	34428	3251A	2CD16	2C3A7
1	2A466	21D93	21181	27C7D	82D0	6D89	3C21	3D5E
1	A9F6D	8663B	82012	9F85C	1F516	1A188	EC32	F108
1	162D5	124E7	11A31	14FED	556C	4B85	32B9	344F
1	4DF99	6BDB8	6FD41	53AE6	4E713	4B9C4	438CE	42D57
1	3638B	4B83C	4EF3F	3A1F7	360C3	33FD4	2E4AE	2DAC6
1	29374	211FF	2060F	26CFF	803C	6B3F	3AF6	3BFE
1	ABF4E	883A7	83C4B	A172C	1FC70	1A754	EFAF	F3E1
1	17497	1315B	12609	1603B	5686	4C1C	3238	33C8
1	4D339	6A5DB	6E5DB	52BC7	4D7AC	4AC76	42D1D	422A0
1	37EA4	4DB24	51404	3BDEC	379CD	358D9	2FB0F	2F15F
1	2737C	1F840	1EBF2	24EBD	7A29	66B8	38B9	396F
1	AC43F	887FD	83C1D	A1B89	1FD3F	1A8F8	F116	F4D5
1	18774	13EC7	1320C	17180	56EE	4BE5	30F3	328D
1	4B55E	681C4	6BF4D	50D3E	4BB63	490CE	4146D	40981
1	39468	4FB51	5354D	3D614	3909F	36EA6	30EB5	30431
1	259A2	1E372	1D8F0	2364B	76E1	63E8	374F	384F
1	ACAFE	88AFD	843E5	A2135	2010A	1AC4C	F2D4	F772
1	19B30	14CE8	14008	183B8	5961	4DF7	31CA	3371
1	4B736	67BAA	6B5CA	50CEA	4BADC	491A4	415EF	40B31
1	3B10A	51FF8	559CF	3F3ED	3ABEA	38963	3268B	31C22
1	ACF58	89059	845FB	A2525	202E2	1ADAD	F365	F782
1	1ACBD	158D9	14AC6	19383	5913	4CD7	2FA8	314D
1	481A1	63A11	674D3	4D57B	48737	45E15	3E6DC	3DCEC
1	3BEB6	53716	57370	40350	3BA93	3969C	331FD	32760
1	221AD	1B7DB	1AEB3	20238	6C3C	5B16	32AD	3397
1	AC7D8	88B2E	84487	A2029	1FFF3	1AB04	F1E1	F6D4
1	1C12B	1686A	15A18	1A6DF	5B84	4EC7	3032	3201
1	472E4	6255C	65CCE	4C698	47A35	45140	3DBE8	3D18E
1	3D378	55408	59014	41A81	3D0EE	3ABD9	34556	33A1B
1	20B3A	1A64A	19D5A	1ECF8	68D4	5893	318E	3244
1	AC74F	88A56	842B9	A1EA8	2001D	1ABB5	F261	F69A
1	1D2D3	174E7	165E5	1B6FD	5C83	4F41	2FB6	3169
1	45CFF	6043C	63D23	4AD51	461D9	43B0B	3C7D9	3BE77
1	3F602	582A5	5C259	43E11	3F150	3CC04	361A0	35695
1	1EF62	1907B	18791	1D2B2	63C2	5457	2F90	3051
1	AC6A3	889D8	83F02	A1D68	1FEE7	1AA2E	F170	F646
1	1EC04	187E6	17779	1CE45	5F75	515A	303F	321A
1	43D0C	5D8C2	60E4F	48BFA	443EE	41D19	3ADC9	3A446
1	40570	598A1	5D858	44F92	402C5	3DBC0	37015	3647B
1	1DBF5	18080	17915	1C044	60A1	5198	2E69	2EF8
1	ACD85	88A78	84469	A227A	1FFC9	1AA57	F1B4	F60A
1	20220	197F2	1878C	1E2AB	625A	539C	311F	32E9
1	42EBF	5C410	5F80B	47B60	4332C	40E40	3A024	39691
1	41FE5	5BE76	5FF2B	46B52	41B66	3F453	3858E	379DD
1	AD09C	89588	84CE8	A2835	202C3	1AD70	F2F7	F70B
1	2198B	1AACF	1992A	1F8C2	6585	55E2	31DB	33A7
1	4127F	59B09	5CDFF	45DCD	41863	3F3AA	38989	380A6
1	43739	5DD36	61F63	484B1	433D7	40B59	39B60	38F57
1	1ACB4	15D82	15742	19486	5ADA	4D52	2CFF	2D83
1	ACA9E	88C82	845A9	A2190	2020C	1ACCB	F367	F83B
1	237A6	1C137	1AEC9	214CD	69BA	5967	33A0	3591
1	400D7	580C5	5B1A1	44992	4045B	3E172	378F1	37031
1	44F4B	5FDDA	640FB	49DFD	44A5C	4219A	3AE79	3A276
1	1991B	14EE0	14902	18258	5812	4B6F	2C46	2C98
1	ABC66	88257	83B3F	A1447	1FF5A	1AAF8	F196	F5AD
1	24B54	1D078	1BD57	22717	6CA8	5B8C	3468	363B
1	3EF0B	5672A	5989E	4370A	3F3E9	3D127	36A67	36244
1	46EDB	62964	66F30	4BFEE	46A88	4406C	3C9E0	3BD9D
1	185F4	140A9	13BEB	170C1	5597	496C	2BDD	2C40
1	ABD8D	882A9	83E47	A1657	1FE35	1A98F	F0DD	F5BF
1	26812	1E6AD	1D301	24214	70FC	5F15	360D	3813
1	3CF89	53E52	56CB0	4164B	3D660	3B3C5	35006	347BB
1	47875	6397C	67EB2	4CB81	476E0	44B61	3D3AF	3C6ED
1	176F2	135D3	13153	162BB	548E	489A	2BF3	2C35
1	2809E	1F9A6	1E520	258EB	74B7	61E2	3750	393B
1	3B455	5177B	546C5	3F846	3B8E3	3986F	336B9	32F62
1	490C1	65955	6A190	4E497	48CF4	461DC	3E731	3DB04
1	16A3A	12C2B	1280A	1569E	5379	4859	2C9D	2CB3
1	ACD99	88B5D	8443C	A2208	20001	1AB4D	F1D8	F5E9
1	29DB4	20F79	1F98E	2738B	789E	64F8	38BB	3AAF
1	386D5	4DDC6	50B2D	3C8AE	38CB4	36C89	31072	308E9
1	49FE4	67352	6BDF4	4F62A	49DC2	4709A	3F576	3E855
1	14B96	11605	112EE	13A77	50C5	4636	2C85	2C99
1	A9808	863C5	81EF5	9F1DB	1FAB6	1A66A	EFF2	F470
1	2BBCB	2277E	2110A	29047	7E92	6A0A	3BBD	3DC3
1	37F1C	4CCFE	4FAC0	3BEEE	382F3	36482	308F3	30188
1	4BE8B	69981	6E65F	515E4	4BA5D	48D6E	40E62	40150
1	13E68	10DD4	10AFF	12EA6	4FA6	45DC	2D10	2CFC
1	A8BA9	85E13	817CA	9E757	1F544	1A292	ED2E	F0F2
1	2D2A4	23A0D	2226B	2A5B6	8218	6CCE	3D18	3EFE
0	49E13	66EBA	6B414	4F309	499AF	46D86	3F311	3E5F5
0	15034	11950	11640	13EE6	5078	45D8	2BE2	2BFF
0	A96E1	86475	82303	9F2CA	1F975	1A58C	EF29	F3CB
0	2B148	21FA5	20A60	286E2	7CBB	6895	3AE2	3CF4
0	387EC	4D95C	503E0	3C784	38AE3	36C7A	31025	3088D
0	4BD56	69859	6E0C7	5138E	4B81A	48B7D	40CAC	3FF71
0	14164	11017	10D6E	1318F	5004	461D	2D08	2CF9
0	A92F7	86584	82211	9EFF9	1F7D3	1A4E0	EE64	F23C
0	2D00E	2387D	221BC	2A3CB	81EB	6CB5	3D0A	3EF1
0	36A52	4B07D	4D96F	3A85C	36E74	35084	2F77C	2F08E
0	4CD15	6AE16	6F653	524C9	4C8DC	49B66	41B23	40DD2
0	12F58	1036B	1019F	12114	5042	469C	2E3B	2E44
0	A8F50	86246	820B7	9EDDC	1FD3E	1A953	F0B1	F5B4
0	2F7A2	2575F	23FB7	2C937	894A	72F7	405F	4295
0	3500F	48B69	4B268	38B8E	352A8	3369D	2DFB8	2D8AD
0	4EAA6	6D568	71F42	54417	4E553	4B7A9	433B6	425E6
0	1223B	FB44	FA06	11519	5001	46FE	2FC7	2F98
0	A79CD	85077	80EF2	9D80E	1F47B	1A232	EC98	F09A
0	31063	26A8A	25236	2E001	8D29	7612	4218	440F
0	337F1	46B01	4914A	37290	33BEF	32010	2CB9E	2C580
0	4F47B	6E589	72F59	54F8E	4F0CB	4C230	43D26	43004
0	11398	F1ED	F15A	10800	506F	47A9	30E6	309C
0	A77B8	852C7	811C2	9D8A2	1F7A9	1A480	ED4D	F150
0	33815	28ABD	270EB	305D8	93D5	7B83	4502	4722
0	3284E	45518	479F1	3625C	32DEE	311E2	2BF70	2B8F3
0	51416	71163	75D39	57274	51322	4E219	45A5D	44C08
0	108B6	EB58	EB72	FDFF	514D	48BE	3317	32C6
0	A6211	83D7B	7FE30	9C18F	1F1F9	19F06	EAB3	EF14
0	35118	29D59	28389	31CBE	98C9	7F92	476A	498A
0	303EC	42258	4467A	33A8E	30795	2EDB5	29EEF	29968
0	51AA3	7191F	76555	5787C	51762	4E76A	45EFC	451A6
0	F84C	E08E	E0D5	EF08	50FE	492A	348A	3407
0	A436B	82623	7E35E	9A4C6	1EBE6	19AA3	E844	EBDA
0	37577	2BA93	29E4F	33ECB	9F66	8503	4A8C	4C9E
0	2F6F9	41016	432BB	32CF9	2FB60	2E166	294CE	28F08
0	53C13	7477E	79525	59CB7	539B9	50797	47CE4	46E6B
0	EEDA	DC5C	DDB9	E6E1	53C2	4C03	37DF	375C
